MO_ULR18_,MO_ULR18_I,CODIGO_VEN,COD_VEN,CODIGO_VE1,CODIGO1,ESTADO,A_MG,A_GR,A_ME,A_FI,A_MF,ARENA,LIMO,ARCILLA,FRA_G,CTEXT,PH_AGPAS,PH_AG11,PH_AG110,PH_KCIPAS,PH_KCI11,PH_KCI12,CO,NI,RELA_C,D_APARE,CACO3,CON_EXT_SA,CIC,CA_CAMB,MG_CAMB,NA_CAMB,K_CAMB,H_CAMB,P_SOLU,SIO2,FE2O3,AL2O3,SIO2_R2O3,PER_IGNICI,INFOR,ANO,MUNI,ANT_DIST,ANT_MUNI,DESCRITO,FECHA,PRECIPI,MES_HUM,TEMP,EVAPO,PAISAJE,SUBPAISA,RELIEVE,COD_RELI,FOR_TERR,REG_NAT,PERIODO,FORMACIO,MAT_PARE,PORC_PE,FORM_PEN,DIR_PEN,ALTITUD,DREN_IN,DREN_EX,CLA_DREN,PERMEA,PRO_GRIE,PRO_EFE,LIM_PROF,TIP_MESA,PRO_MESA,PEDREGO,ROCOSIDA,GRAD_ERO,INUNDACI,ORDEN,SUBORDE,GRA_GRUP,SUBGRUPO,FAM_GRAN,FAM_MINE,REG_TEMP,CLASE_U,CLASE_M,SUBCLA_U,SUB_E1,SUB_E2,SUB_E3,SUB_E4,NUM_HORI,CARACTER,DEST,DESTA,DESTAA,DESTAAA,ORD_SUBO,ORD_SO_GG,ORSOGGSG,CIC1,ALCALI,MO,CTEXT_ST,F_TIPO,F_STIPO,F_D,F_T,F_R,F_P,F_C,F_A,F_B,F_S,F_N,F_K,F_I,F_V,F_E,F_M,F_L,F_CLAS,F_DISP,F_RETE,F_FIJA,F_LABO,F_ODIS,F_HDIS,PAISAJEA,SPAISAJE,AREAMBI,BIOCLIMAA,PRECIPIA,MHUM_MIN,MHUM_MAX,RELIEVEA,PEN_MIN,PEN_MAX,M_HUME,F_QUIMICA,F_FERTILI,F_INTEGRA,FUENTE,PROFILE_ID,S_ELEVA,NEWFIELD1,CO2,ID_REALA,ID_REALA_NUM,ESTADO_1,HORIZONTE,HORIZON,PROF_S_1,PROF_I_1,ARENA_1,LIMO_1,ARCILLA_1,PH_AG_11,PH_KCI_PAS,CO_1,D_APAREN,CON_EXT__1,CAP_INT_CA,CO_0_5,CO_5_15,CO_15_30,CO_30_160,MAXDEPTH,POINT_X,POINT_Y
287,287,246,246 VEN 1963 MI 29,246,246,MI,4.520,7.660,5.390,9.550,8.280,35.41,53.29,11.30,7.65,FL,5.300,5.300,6.000,4.500,4.500,4.600,0.860,0.150,10.61,1.61,0.000,0.290,10.58,0.520,0.260,0.160,0.060,3.630,17.290,0.000,0.000,0.000,0.000,0.000,Si,1963,Acevedo,,,F.Granados;L.Segrini.,,0,0,0.0,0.0,,Cc,0,,,,,0,,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,Gris marronuzco (2.5Y 6/2) seco; marron grisaceo (2.5Y 4/2) humedo; franco limoso; estructura  moderada  media  blocosa subangular  suave seco  suelto humedo  ligeramente pegajoso y no plastico mojado; no calcareo; pH: 5.3; l¦mite abrupto y plano.,,,,,,,,10.58,1.510,1.49812,,G,,d-,,,,,a,,s-,,k,,,,m,,Fas-k,BA,MO,,AL,,MO,,,1.03,BH-T,2100,9,9,Ondulado,6.0,15.0,9,BA,MO,,INIA,246 VEN 1963 MI 29,0,246 VEN 1963 MI 29,0.86,246,543,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-66.35259716100,10.24776797450
307,307,444,444 VEN 1965 MO 8,444,444,MO,0.060,0.900,1.400,9.390,21.580,33.33,56.89,9.78,0.00,FL,4.700,0.000,0.000,3.800,0.000,0.000,0.460,0.090,9.89,1.58,0.000,0.290,5.99,0.480,0.200,0.360,0.020,3.550,9.000,0.000,0.000,0.000,0.000,0.000,Si,1965,Sotillo,Sotillo,Barrancas,J.AvilanR.CanizalesF.Granados.,02/06/65,1280,0,28.0,0.0,L,01,4,LA,,OR,,0,A,1.0,1.0,,0,3,5,5,0,0,1.7,1.0,0.0,7.0,1.0,1.0,0.0,,G,A,C,A,7,O,1,II,,SD,f,n,,,1,FRANCO LIMOSO; gris claro (10YR 6/1 en seco)  marron grisaceo muy oscuro (10YR 3/2 en humedo); estructura moderada  pequena  blocosa angular; ligeramente duro seco  friable humedo  no pegajoso ni plastico mojado; no calcareo; pH: 4.7; l¦mite claro y plan,Ultisoles,Ustults,Plinthustults,Typic Plinthustults,GA,GAC,GACA,5.99,6.010,0.80132,,G,,d,,,,,,,s-,n-,k,,,e,m,,Fds-n-ke,MO,BA,BA,AL,AL,BA,,,24.03,BS-T,950,4,6,Ondulado,1.0,5.0,5,MO,AL,MO,INIA,444 VEN 1965 MO 8,0,444 VEN 1965 MO 8,0.46,444,544,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-62.16025100090,8.82831950676
159,159,140,140 VEN 1961 NE 3,140,140,NE,10.880,13.510,8.930,14.580,11.110,59.01,16.94,24.05,1.57,FAa,6.300,6.300,6.300,5.200,5.200,5.200,0.220,0.090,3.41,1.75,0.000,0.300,4.63,2.520,1.490,0.170,0.120,4.420,8.530,0.000,0.000,0.000,0.000,0.000,Si,1961,Marcano,Marcano,Adrian,E.HidalgoF.Granados.,21/07/61,0,0,0.0,0.0,L,06,0,,,PC,,0,,2.0,1.0,,0,0,0,3,0,0,0.9,8.0,0.0,0.0,1.0,1.0,1.0,,,,,,0,,0,,,,,,,,1,Franco arcillo arenoso   Pardoamarilloso claro (10YR 6/4 en seco)   Pardo amarilloso (10YR 5/6 en humedo)   estructura debil   fina   blocosa subangular   suelto seco   muy friable humedo   no pegajoso y ligeramente plastico mojado   no calcareo   pH:6.3,,,,,,,,4.63,3.670,0.38324,A,M,,,,,,,,,s-,,k,,,e,m,,Fs-ke,MO,MO,,AL,AL,,,,0.00,,0,0,0,,0.0,0.0,999,MO,AL,,INIA,140 VEN 1961 NE 3,0,140 VEN 1961 NE 3,0.22,140,545,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-63.99227787790,11.06337191210
450,450,68,68 VEN 1960 PO 44,68,68,PO,0.200,1.020,2.380,7.020,10.110,20.72,43.12,36.16,8.16,FA,5.720,6.070,6.200,4.970,5.420,5.720,1.180,0.130,11.82,1.72,1.210,0.300,19.08,11.130,1.650,0.530,0.530,5.000,91.540,0.000,0.000,0.000,0.000,74.410,Si,1960,Guanare,Gunare,,J.AvilanE.HidalgoA.BustamanteF.Granados.,24/11/60,1500,0,27.0,0.0,L,01,4,LA,,,,0,A,1.0,1.0,SE,0,4,4,4,0,0,1.6,1.0,1.0,0.4,1.0,1.0,0.0,,E,A,A,A,11,X,1,IV,,SD,,,,,1,FRANCO; gris pardo claro (2.5Y 6/2 en seco)  rojo debil 4/2 en humedo); estructura moderada  fina  blocosa angular; duro seco  friable humedo  pegajoso y plastico mojado; no calcareo; medianamente acido; pH: 6.0; l¦mite difuso y plano.,Vertisoles,Usterts,Haplusterts,Typic Haplusters,EA,EAA,EAAA,19.08,2.780,2.05556,A,F,,d,,,,,,,s-,,,,v,,m-,,Ar/ds-v,MO,AL,BA,BA,AL,MO,,,35.02,BS-T,1350,6,7,Plano,0.0,4.0,6,AL,MO,MO,INIA,68 VEN 1960 PO 44,0,68 VEN 1960 PO 44,1.18,68,546,PO,10,3C4,160,180,13.44,55.36,31.20,6.70,5.25,0.213,1.76,0.08,12.16,19.55,16.84,10.77,5.69,180.00,-69.65721704940,9.06114409086
39,39,245,245 VEN 1963 AR 29,245,245,AR,2.070,4.410,5.140,18.720,21.650,51.99,33.51,14.50,2.50,F,7.400,7.400,7.500,6.400,6.400,6.400,0.510,0.110,6.73,1.67,0.000,0.310,13.23,8.440,2.040,0.190,0.170,1.590,133.330,0.000,0.000,0.000,0.000,0.000,Si,1963,SantiagoMarino,SMarino,Turmero,J.AvilanR.Canizales.,22/04/63,0,0,0.0,0.0,L,01,4,LA,,SI,,0,A,0.5,1.0,NS,0,0,0,3,0,0,1.4,1.0,0.0,0.0,1.0,1.0,0.0,,J,B,B,A,6,,1,,,,,,,,1,Franco arenoso   Pardo grisaceo (2.5Y 5/2 en seco)   Pardo grisaceo muy oscuro (2.5Y 3/2 en humedo)   estructura debil  grande   blocosa subangular   ligeramente duro a  duro seco   friable humedo   no pegajoso ni plastico mojado   no calcareo   pH:7.4,Inceptisoles,Tropepts,Ustropepts,Typic Ustropepts,JB,JBB,JBBA,13.23,1.440,0.88842,,G,,d,,,,,,b,s-,,k,,,,m,,Fdbs-k,MO,MO,MO,AL,AL,BA,V,V1,7.02,BS-T,950,6,6,Plano,0.0,5.0,6,MO,AL,MO,INIA,245 VEN 1963 AR 29,0,245 VEN 1963 AR 29,0.51,245,547,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-67.46440590490,10.22769885540
132,132,394,394 VEN 1964 CA,394,394,CA,2.400,8.040,11.640,26.690,12.060,60.83,16.23,22.93,3.18,FAa,5.560,0.000,0.000,4.610,0.000,0.000,0.880,0.080,15.16,1.71,0.000,0.310,9.23,1.080,0.640,0.480,0.240,6.230,14.900,0.000,0.000,0.000,0.000,0.000,Si,1964,Bejuma,Bejuma,Bejuma,R.CanizalesV.CarvalloM.Pinto.,27/10/64,0,0,0.0,0.0,,,0,,,SI,,0,A,1.0,1.0,S,0,0,0,3,0,0,2.2,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,FRANCO ARCILLO ARENOSO; gris parduzco claro (2.5Y 6/2) en seco; pardo grisaceo oscuro (2.5Y 4/2) en humedo; estructura moderada  peuqena  blocosa subangular; ligeramente duro seco  friable humedo  pegajoso y plastico mojado; no calcareo; pH: 5.7; l¦mite,,,,,,,,9.23,5.200,1.53296,,M,,d-,,,,,,,s-,,,,,,m,,Fs-,MO,MO,,AL,AL,MO,Mo,Mo,23.00,BH-Pm,1100,6,6,Quebrado,20.0,30.0,6,MO,AL,AL,INIA,394 VEN 1964 CA,0,394 VEN 1964 CA,0.88,394,548,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-68.24478512980,10.21577089230
247,247,59,159 VEN 1962 ME 2,59,59,YA,0.660,0.540,1.210,10.270,11.720,24.40,58.42,17.18,0.44,FL,8.300,8.200,8.400,7.200,7.400,7.600,0.320,0.100,8.21,1.42,12.000,0.310,0.00,0.000,0.000,0.000,0.000,0.000,33.600,37.990,11.020,23.870,2.090,13.790,Si,1960,,,Chivacoa,J.AvilanA.Bustamante.,16/11/60,0,0,0.0,0.0,V,02,4,AB,,SI,,0,A,5.0,1.0,S,0,5,5,3,0,0,1.6,1.0,0.0,0.7,1.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,FRANCO LIMOSO; gris (2.5Y 5/0 en seco)  gris pardo muy oscuro (2.5Y 3/2 en humedo); estructura moderada  media  blocosa subangular; duro seco friable humedo   pegajoso y plastico mojado; debilmente calcareo; pH: 8.3; l¦mite claro y plano.,,,,,,,,0.00,0.000,0.55744,,G,,d,,,,,,b,s-,,,,,,m,,Fbs-,MO,MO,,AL,AL,BA,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,MO,AL,MO,INIA,159 VEN 1962 ME 2,0,159 VEN 1962 ME 2,0.32,59,549,YA,3,C,32,58,66.34,28.74,4.92,8.50,7.50,0.090,1.38,0.3,,7.06,6.16,3.56,2.31,170.00,-71.11257406740,9.04139209490
568,568,59,59 VEN 1960 YA 02,59,59,YA,0.660,0.540,1.210,10.270,11.720,24.40,58.42,17.18,0.44,FL,8.300,8.200,8.400,7.200,7.400,7.600,0.320,0.100,8.21,1.42,12.000,0.310,0.00,0.000,0.000,0.000,0.000,0.000,33.600,37.990,11.020,23.870,2.090,13.790,Si,1960,,,Chivacoa,J.AvilanA.Bustamante.,16/11/60,0,0,0.0,0.0,V,02,4,AB,,SI,,0,A,5.0,1.0,S,0,5,5,3,0,0,1.6,1.0,0.0,0.7,1.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,FRANCO LIMOSO; gris (2.5Y 5/0 en seco)  gris pardo muy oscuro (2.5Y 3/2 en humedo); estructura moderada  media  blocosa subangular; duro seco friable humedo   pegajoso y plastico mojado; debilmente calcareo; pH: 8.3; l¦mite claro y plano.,,,,,,,,0.00,0.000,0.55744,,G,,d,,,,,,b,s-,,,,,,m,,Fbs-,MO,MO,,AL,AL,BA,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,MO,AL,MO,INIA,59 VEN 1960 YA 02,0,59 VEN 1960 YA 02,0.32,59,550,YA,3,C,32,58,66.34,28.74,4.92,8.50,7.50,0.090,1.38,0.3,,7.06,6.16,3.56,2.31,170.00,-68.89157501300,10.13292408500
75,75,229,229 VEN 1963 BA 9,229,229,BA,0.040,0.380,0.820,1.460,1.450,4.14,44.16,51.69,0.43,A,5.600,5.670,6.200,4.400,4.400,4.730,0.480,0.210,3.20,1.70,0.000,0.320,27.80,11.820,5.000,0.520,0.440,4.610,260.000,0.000,0.000,0.000,0.000,0.000,Si,1963,Obispos,Obispos,Obispos,F.GranadosL.Segnini.,08/02/63,0,0,0.0,0.0,L,01,4,LA,,,,0,A,0.5,0.0,,0,2,2,8,0,0,1.2,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,ARCILLOSO; de gris a gris claro (5YR 6/1 en seco)  gris rojizo (5YR 5/2 en humedo); estructura debil  grande  blocosa subangular; muy duro seco  firme humedo  pegajoso y plastico mojado; no calcareo; pH: 6.0; l¦mite abrupto y ondulado.,,,,,,,,27.80,1.870,0.83616,FAL,F,,g,,,,,,,s-,,,,,,m,,Ar/s-,MO,AL,,MO,BA,MO,L,L2,7.02,BS-T,1539,7,7,Plano,0.0,2.0,7,AL,AL,MO,INIA,229 VEN 1963 BA 9,0,229 VEN 1963 BA 9,0.48,229,551,BA,4,C3,55,90,7.56,43.46,48.98,5.70,4.20,0.350,1.85,0.28,22.3,10.20,8.16,4.53,3.14,140.00,-70.12289398310,8.70721305124
157,157,138,138 VEN 1961 NE 1,138,138,NE,4.510,8.520,7.180,19.420,24.760,64.39,21.52,14.09,5.05,Fa,7.600,7.600,7.600,6.600,6.700,6.600,0.370,0.140,4.59,1.64,0.590,0.320,12.36,8.190,5.120,0.150,0.790,0.070,507.430,0.000,0.000,0.000,0.000,0.000,Si,1961,,Marino,Garcia,E.HidalgoF.Granados,21/07/61,0,0,0.0,0.0,L,06,0,,,PC,,0,,2.0,1.0,E,0,0,0,3,0,0,0.7,1.0,0.0,18.0,1.0,1.0,1.0,,,,,,0,,0,,,,,,,,1,Franco arenoso   Pardo amarilloso oscuro (10YR 4/4 en seco)   Pardo grisaceo muy oscuro (10YR 3/2 en humedo)   estructura debil   fina   blocosa subangular   suelto seco   muy friable humedo   ligeramente pegajoso y ligeramente plastico mojado   no calca,,,,,,,,12.36,1.210,0.64454,,G,,,,,,,,b,s-,,,,,,m,,Fbs-,MO,MO,,AL,AL,,,,0.00,,0,0,0,,0.0,0.0,999,MO,AL,,INIA,138 VEN 1961 NE 1,0,138 VEN 1961 NE 1,0.37,138,552,NE,2,AC,26,51,59.33,15.37,25.30,7.70,6.70,0.120,1.77,1,16.43,6.72,6.25,4.35,1.06,88.00,-63.86467947090,10.94945364170
525,525,414,414 VEN 1965 TR 4,414,414,TR,0.000,0.050,0.060,0.130,0.540,0.78,58.90,40.32,0.00,AL,7.500,0.000,0.000,6.680,0.000,0.000,0.830,0.350,4.54,1.54,0.000,0.320,19.26,13.390,2.780,0.400,0.370,0.470,171.240,0.000,0.000,0.000,0.000,0.000,Si,1965,,LaCeiba,Betijoque,Ra?lCanizales,24/02/65,0,0,0.0,0.0,L,01,4,LA,,AV,,0,A,0.0,1.0,O,0,0,0,0,0,0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0,,0,,,,,,,,1,ARCILLO LIMOSO ;pardo oliva ( 5y6/3 ) seco ; marron parduzco ( 10yr6/3 ) humedo estructura fuerte   pequena   blocosa subangular ; duro seco   firme  humedo pegajoso   plastico mojado ; no calcareo ; pH : 7 5 ; l¦mite claro y plano.,,,,,,,,19.26,2.080,1.44586,,F,,d,,,,,,,s-,,,,,,m,,Ar/s-,MO,AL,,MO,,MO,L,L3,20.20,BS-T,1000,5,6,Plano,0.0,3.0,5,AL,AL,,INIA,414 VEN 1965 TR 4,0,414 VEN 1965 TR 4,0.83,414,553,TR,8,Cb1,165,190,1.87,81.76,16.37,0.00,7.20,0.190,1.34,4.16,4.78,18.98,15.94,9.77,2.98,215.00,-71.02470347790,9.58777446964
552,552,60,60 VEN 1960 YA 03,60,60,YA,0.970,3.290,5.720,18.170,19.610,47.76,37.15,15.09,1.30,F,8.100,8.100,8.000,7.000,7.400,7.800,0.560,0.120,5.88,1.61,6.390,0.320,0.00,0.000,0.000,0.000,0.000,0.000,102.090,38.440,12.770,24.590,2.000,13.990,Si,1960,Sucre,Sucre,SanPablo,J.AvilanA.BustamanteR.Perez.,17/11/60,0,0,0.0,0.0,V,02,4,AB,,SI,,0,A,5.0,1.0,S,0,5,4,4,0,0,1.3,8.0,0.0,0.6,1.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,FRANCO;gris aceitunado (5Y 5/2 en seco)  gris oscuro (5Y 4/1 en humedo); estructura debil  media  blocosa subangular; ligeramente duro seco  muy friable humedo  ligeramente pegajoso y ligeramente plastico mojado; moderadamente calcareo; pH: 8.0; l¦mite d,,,,,,,,0.00,0.000,0.97552,,G,,d,,,,,,b,s-,,,,,,m,,Fbs-,MO,MO,,AL,AL,BA,Pd,Pd,18.00,BS-T,1300,4,4,Ondulado,5.0,16.0,4,MO,AL,MO,INIA,60 VEN 1960 YA 03,0,60 VEN 1960 YA 03,0.56,60,554,YA,3,AC,55,75,42.12,42.21,15.67,8.50,7.20,0.290,1.60,0.22,,6.87,6.61,5.89,2.81,150.00,-68.85082031410,10.23777868690
248,248,254,254 VEN 1963 ME 5,254,254,ME,9.540,25.400,13.630,14.450,7.000,70.02,13.48,16.50,3.48,Fa,5.500,5.600,5.900,4.800,4.900,5.000,0.390,0.140,5.10,1.69,0.000,0.330,8.50,0.920,0.100,0.250,0.390,5.640,18.850,0.000,0.000,0.000,0.000,0.000,Si,1963,JustoBriceno,JustoBriceno,SantaApolonia,J.AvilanF.GranadosL.Segnini.,15/05/63,1100,0,28.0,0.0,P,Pi,4,TE,,AV,,0,B,4.0,4.0,,0,4,5,3,0,0,1.1,1.0,0.0,0.0,4.0,4.0,0.0,,J,B,A,B,7,X,1,III,,ST,,,,,1,FRANCO ARENOSO; Gris claro (10YR 6/1 en seco); Pardo grisaceo oscuro (10YR 4/2 en humedo); estructura moderada  media  blocosa subangular; ligeramente duro seco  friable humedo  no pegajoso ni plastico mojado; no calcareo; fuertemente acido; pH= 5.5; lim,Inceptisoles,Tropepts,Dystropepts,Ustoxic Dystropepts,JB,JBA,JBAB,8.50,2.940,0.67938,,G,,d,,,,,,,s-,,k,i,,,m,,Fs-,MO,MO,MO,AL,AL,BA,Mo,Mo,130.00,BH-M,0,8,8,Quebrado,6.0,35.0,8,MO,AL,MO,INIA,254 VEN 1963 ME 5,0,254 VEN 1963 ME 5,0.39,254,555,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-71.11286999330,9.05026126720
257,257,283,283  VEN 1963  MI 32,283,283,MI,0.690,2.060,9.740,16.590,12.570,41.65,23.94,34.40,2.38,0,7.500,7.500,7.600,6.600,6.600,6.500,0.850,0.160,5.96,1.64,2.400,0.330,26.76,24.650,2.190,0.330,0.410,0.000,312.620,0.000,0.000,0.000,0.000,0.000,Si,1963,,,,J.Avilan;F.Granados;L.Segrini.,,0,0,0.0,0.0,,01,0,,,,,0,,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,Marron oscuro (7.5YR 3/2) seco; gris muy oscuro (10YR 3/1) humedo; franco arcilloso; estructura debil  media  pequena  blocosa subangular; suave seco  suave humedo  muy pegajoso y muy plastico mojado; pH: 7.5; l¦mite plano.,,,,,,,,26.76,1.230,1.48070,,M,,d,,,,,,b,s-,,,,,,m,,Fbs-,MO,MO,,AL,,BA,V,V1,40.00,BS-T,1100,4,5,Plano,0.0,5.0,4,MO,AL,,INIA,283  VEN 1963  MI 32,0,283  VEN 1963  MI 32,0.85,283,556,MI,6,2C2,135,158,51.74,36.00,12.27,8.30,6.80,0.050,1.74,0.29,13.23,9.41,9.27,8.71,3.01,178.00,-66.68779639040,10.22533747230
264,264,106,106  VEN 2000 MI 7,106,106,MI,0.760,3.000,3.310,14.110,21.610,42.79,34.12,23.09,1.19,F,6.100,6.100,6.200,5.400,5.300,5.400,0.490,0.110,6.09,1.76,0.000,0.330,9.50,3.720,2.200,0.100,0.180,3.240,15.800,39.550,6.810,29.800,1.970,17.330,Si,2000,Brion,Brion,Higuerote,E.HidalgoF.GranadosR.Canizales,15/03/61,0,0,0.0,0.0,,,1,Mp,,SL,,0,R,0.0,0.0,N,0,0,0,0,0,0,1.1,1.0,0.0,0.0,1.0,1.0,2.0,,,,,,0,,0,,,,,,,,1,Franco   Amarillo pardozo (10YR 6/6 en seco)   Pardo amarilloso (10YR 5/4 en humedo)   estructura moderada  fina  blocosa subangular   ligeramente duro seco   muy friable humedo   pegajoso y muy plastico mojado   no calcareo   pH: 6.1   limite claro y pl,,,,,,,,9.50,1.050,0.85358,,M,,,,,,,,,s-,,k,,,,m,,Fs-k,MO,MO,,AL,,MO,,,99.99,BS-T,0,0,0,,0.0,0.0,999,MO,AL,,INIA,106  VEN 2000 MI 7,0,106  VEN 2000 MI 7,0.49,106,557,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-66.12722710130,10.47687325490
429,429,118,118 VEN 1961 PO 35,118,118,PO,0.070,0.200,1.310,18.700,19.380,39.66,42.36,17.98,0.00,F,7.800,7.800,7.800,6.800,6.800,6.800,0.360,0.270,3.29,1.54,8.820,0.330,0.00,0.000,0.000,0.000,0.000,0.000,44.140,0.000,0.000,0.000,0.000,0.000,Si,1961,Turen,DiazBruzual,Turen,J.AvilanF.Granados.,13/04/61,0,0,0.0,0.0,L,01,4,LA,,,,0,A,0.5,1.0,S,0,0,0,3,0,0,1.4,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,0,,0,,,,,,,,1,FRANCO; gris oliva (5Y 5/2) en seco; gris oliva (5Y 4/2) en humedo;  estructura debil  fina  blocosa subangular; ligeramente duro seco  friable humedo  ligeramente pegajoso y plastico mojado; moderadamente calcareo; pH: 7.8; l¦mite difuso y plano.,,,,,,,,0.00,0.000,0.62712,,G,,d,,,,,,b,s-,,,,,,m,,Fbs-,MO,MO,,AL,AL,BA,,,90.20,BS-T,1450,7,8,Plano,0.0,4.0,7,MO,AL,MO,INIA,118 VEN 1961 PO 35,0,118 VEN 1961 PO 35,0.36,118,558,PO,6,2Cb1,98,120,91.97,4.09,3.94,8.20,7.20,0.060,0.00,0.15,,8.30,7.32,4.31,1.38,160.00,-69.08893183990,9.26020223748
472,472,270,270 VEN 1963 SU 5,270,270,SU,1.180,8.710,11.730,18.170,30.240,70.03,19.54,10.43,1.47,Fa,6.000,6.000,6.800,5.300,5.400,5.900,0.440,0.120,6.34,1.58,0.000,0.330,8.46,3.160,0.300,0.080,0.120,1.020,13.290,0.000,0.000,0.000,0.000,0.000,Si,1963,Ribero,Ribero,Marino,J.AvilaF.GranadosL.Segnini.,07/03/63,2000,0,24.0,0.0,V,02,4,LA,,PC,,0,B,1.0,1.0,,0,4,5,4,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,G,A,A,A,7,O,1,III,,SD,,,,,1,FRANCO ARENOSO; marron grisaceo (10YR 5/2 en seco)  marron oscuro (10YR 3/3 en humedo);  estructura debil  pequena  blocosa subangular; suelto seco  suelto humedo  no pegajoso ni plastico mojado; no calcareo; medianamente acido; pH: 6.0; l¦mite difuso.,Ultisoles,Ustults,Paleustults,Typic Paleustults,GA,GAA,GAAA,8.46,0.950,0.76648,,G,,d,,,,,,,s-,,k,,,,m,,Fds-k,MO,MO,BA,AL,AL,BA,,,1.30,BH-T,1900,8,9,Plano,0.0,1.0,8,MO,AL,MO,INIA,270 VEN 1963 SU 5,0,270 VEN 1963 SU 5,0.44,270,559,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-63.27662243660,10.31729688320
52,52,226,226 VEN 1964 AR 32,226,226,MI,0.010,0.080,0.090,1.830,7.970,9.98,60.48,29.54,0.00,FAL,7.000,7.000,7.000,6.300,6.300,6.600,1.060,0.230,10.43,1.55,1.770,0.350,22.30,8.630,4.950,0.250,0.340,2.810,117.130,0.000,0.000,0.000,0.000,0.000,Si,1963,,,,F.Granados;L.Segrini,,0,0,0.0,0.0,,,0,,,,,0,,0.0,1.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FR,,,,,0,,0,,,,,,,,1,Oliva palido (5Y 6/3) seco; entre marron y marron oacuro (4/3) humedo; franco arcillo limoso; esructura moderda  pequena  blocosa subangular;duro seco  friable humedo  pegajoso y plastico mojado; no calcareo; pH: 7.0; l¦mite gradual y plano.,,,,,,,,22.30,1.120,1.84652,,M,,d+,,,,,,,s-,,,,,,m,l,Fs-,MO,MO,,AL,,BA,Lt,,18.01,BMS-T,740,2,2,Plano,0.0,1.0,2,MO,AL,,INIA,226 VEN 1964 AR 32,0,226 VEN 1964 AR 32,1.06,226,560,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-67.56781710560,10.06155492210
67,67,45,45 VEN 1960 AR 5,45,45,AR,0.140,0.260,0.590,1.570,3.080,5.64,22.77,71.60,1.77,A,5.620,5.320,5.420,4.720,4.840,5.100,0.490,0.220,4.54,1.49,0.000,0.350,25.49,1.330,4.110,0.380,0.190,14.170,19.050,44.760,4.780,28.770,2.390,16.630,Si,1960,Bolivar,,,F.WestinV.BadilloJ.Avilan.,12/01/60,0,0,0.0,0.0,,,4,,,LC,,0,A,1.0,7.0,,0,0,0,7,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,E,A,A,B,12,X,1,,,,,,,,1,ARCILLOSO; Gris (10YR 5/1 en seco); Gris muy Oscuro (10YR 3/1 en humedo); moteado (7.5YR 5/6 y 7.5YR 6/8) de pardo fuerte y amarillo rojizo  poco  pequeno y visible; estructura moderada  media y granular  duro seco  friable humedo  pegajoso  ligeramente,Vertisoles,Usterts,Haplusterts,Udic Haplusterts,EA,EAA,EAAB,25.49,1.490,0.85358,,C,,g,,,,,a,,s-,,k,,v,,m,,Ar/das-kv,BA,AL,MO,BA,BA,MO,,,28.10,BS-T,1200,5,5,Ondulado,5.0,10.0,5,MO,MO,BA,INIA,45 VEN 1960 AR 5,0,45 VEN 1960 AR 5,0.49,45,561,AR,2,AB,5,28,5.79,23.54,70.67,5.30,4.70,0.820,1.58,0.31,25.2,11.79,9.98,6.55,1.21,100.00,-66.99702876720,9.44937949429
