MO_ULR18_,MO_ULR18_I,CODIGO_VEN,COD_VEN,CODIGO_VE1,CODIGO1,ESTADO,A_MG,A_GR,A_ME,A_FI,A_MF,ARENA,LIMO,ARCILLA,FRA_G,CTEXT,PH_AGPAS,PH_AG11,PH_AG110,PH_KCIPAS,PH_KCI11,PH_KCI12,CO,NI,RELA_C,D_APARE,CACO3,CON_EXT_SA,CIC,CA_CAMB,MG_CAMB,NA_CAMB,K_CAMB,H_CAMB,P_SOLU,SIO2,FE2O3,AL2O3,SIO2_R2O3,PER_IGNICI,INFOR,ANO,MUNI,ANT_DIST,ANT_MUNI,DESCRITO,FECHA,PRECIPI,MES_HUM,TEMP,EVAPO,PAISAJE,SUBPAISA,RELIEVE,COD_RELI,FOR_TERR,REG_NAT,PERIODO,FORMACIO,MAT_PARE,PORC_PE,FORM_PEN,DIR_PEN,ALTITUD,DREN_IN,DREN_EX,CLA_DREN,PERMEA,PRO_GRIE,PRO_EFE,LIM_PROF,TIP_MESA,PRO_MESA,PEDREGO,ROCOSIDA,GRAD_ERO,INUNDACI,ORDEN,SUBORDE,GRA_GRUP,SUBGRUPO,FAM_GRAN,FAM_MINE,REG_TEMP,CLASE_U,CLASE_M,SUBCLA_U,SUB_E1,SUB_E2,SUB_E3,SUB_E4,NUM_HORI,CARACTER,DEST,DESTA,DESTAA,DESTAAA,ORD_SUBO,ORD_SO_GG,ORSOGGSG,CIC1,ALCALI,MO,CTEXT_ST,F_TIPO,F_STIPO,F_D,F_T,F_R,F_P,F_C,F_A,F_B,F_S,F_N,F_K,F_I,F_V,F_E,F_M,F_L,F_CLAS,F_DISP,F_RETE,F_FIJA,F_LABO,F_ODIS,F_HDIS,PAISAJEA,SPAISAJE,AREAMBI,BIOCLIMAA,PRECIPIA,MHUM_MIN,MHUM_MAX,RELIEVEA,PEN_MIN,PEN_MAX,M_HUME,F_QUIMICA,F_FERTILI,F_INTEGRA,FUENTE,PROFILE_ID,S_ELEVA,NEWFIELD1,CO2,ID_REALA,ID_REALA_NUM,ESTADO_1,HORIZONTE,HORIZON,PROF_S_1,PROF_I_1,ARENA_1,LIMO_1,ARCILLA_1,PH_AG_11,PH_KCI_PAS,CO_1,D_APAREN,CON_EXT__1,CAP_INT_CA,CO_0_5,CO_5_15,CO_15_30,CO_30_160,MAXDEPTH,POINT_X,POINT_Y
386,386,603,603 VEN 1970 PO 98,603,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,Ospino,Ospino,F.GranadosF.Lagarde,21/03/70,1500,6,27.0,1550.0,,,0,,,,,0,A,0.0,0.0,SE,0,5,4,3,0,0,1.9,8.0,0.0,0.0,1.0,1.0,0.0,,J,C,A,A,6,,1,IV,,S,,,,,1,FRANCO ARCILLOSO ; gris claro a marron ( 2.5Y6/2 ) seco ; gris a marron oscuro ( 2.5YR4/2 ) humedo ; estructura debil  media  blocosa subangular; ligeramente duro seco  friable humedo   ligeramente pegajoso y ligeramente plastico mojado ; no calcareo ; d,Inceptisoles,Ochrepts,Dystrochrepts,Typic Dystrochepts,JC,JCA,JCAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,,AL,,BA,BA,AL,MO,L,L2,71.10,BS-T,1572,8,9,Plano,0.0,4.0,8,AL,MO,MO,INIA,603 VEN 1970 PO 98,0,603 VEN 1970 PO 98,0.00,603,172,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.37636710850,9.29767055996
387,387,606,606 VEN 1970 PO 101,606,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,Ospino,Ospino,F.GranadosF.Lagarde,21/04/70,1500,0,27.0,0.0,,,0,,,,,0,A,0.0,4.0,S,0,4,3,4,0,0,1.8,1.0,1.0,1.3,1.0,0.0,0.0,,I,A,A,E,7,,1,III,,SD,,,,,1,FRANCO ARCILLOSO ; gris fuerte ( 10YR5/2 ) seco ; gris muy oscuro ( 10YR3/2 ) humedo ; estructura debil  pequena  blocosa subangular ; duro seco  firme humedo   pegajoso y plastico mojado ; no calcareo   d.a : 1.50 ; moderada acido ; pH : 5.7 : l¦mite cl,Alfisoles,Ustalfs,Haplustalfs,Aquic Haplustalfs,IA,IAA,IAAE,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,L,L2,71.10,BS-T,1572,8,9,Plano,0.0,4.0,8,AL,,,INIA,606 VEN 1970 PO 101,0,606 VEN 1970 PO 101,0.00,606,173,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.38197384860,9.30187570436
388,388,622,622 VEN 1970 PO 117,622,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,Ospino,Ospino,F.GranadosF.Lagarde,03/03/70,1200,8,26.0,0.0,V,01,4,TE,,,,0,A,0.0,1.0,O,0,3,3,6,0,25,1.2,0.0,1.0,0.4,1.0,1.0,0.0,,K,C,A,B,7,,1,IV,,SD,g,n,a,,1,FRANCO ARCILLOSO ;gris claro ( 2 5Y6/2 ) seco; gris oscuro ( 2 5Y4/2 ) humedo ;  macroestructura prismatica   rompe en bloques subangulares ; ligeramente duro seco  friable humedo  ligeramente pegajoso y ligeramente plastico mojado ; no calcareo ;   pH :,Entisoles,Fluvents,Ustifluvents,Aquic Ustifluvents,KC,KCA,KCAB,0.00,0.000,0.00000,,,,g,,,,,,,,,,,,,,,d,AL,,BA,MO,MO,MO,Pd,Pd,66.10,BS-T,1600,8,9,Plano,0.0,4.0,8,AL,AL,AL,INIA,622 VEN 1970 PO 117,0,622 VEN 1970 PO 117,0.00,622,174,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.47238242660,9.32990788700
389,389,602,602 VEN 1970 PO 97,602,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,Opiino,Ospino,F.GranadosA.Chavez,03/03/70,1200,8,26.0,0.0,V,01,4,TE,,,,0,A,0.0,0.0,E,0,4,5,3,4,0,1.5,1.0,0.0,0.0,1.0,0.0,2.0,,G,A,B,A,11,,1,III,,ST,,,,,1,ARCILLOSO ; pardo ( 7.5 YR5/6 ) seco ;pardo oscuro ( 5YR4/4 ) humedo ; estructura debil  media  blocosa subangular ; ligeramente duro seco  friable humedo  pegajoso y plastico mojado ; no calcareo ; d. a ; l¦mite claro y plano .,Ultisoles,Ustults,Haplustults,Typic Haplustults,GA,GAB,GABA,0.00,0.000,0.00000,,,,d,,,,,,,,,k,,,,,,d,MO,,BA,BA,AL,MO,Pd,Pd,66.10,BS-T,1600,8,9,Plano,0.0,4.0,8,MO,MO,MO,INIA,602 VEN 1970 PO 97,0,602 VEN 1970 PO 97,0.00,602,175,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.47448519480,9.34532575623
390,390,604,604 VEN 1970 PO 99,604,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,Ospino,Ospino,F.GranadosF.Lagarde,28/04/70,1500,6,27.0,1550.0,P,Pi,4,CT,CH,,,0,,0.0,0.0,S,0,4,4,3,0,0,1.6,0.0,0.0,0.0,1.0,0.0,0.0,,I,C,A,A,7,,1,III,,S,h,f,,,1,FRANCO LIMOSO ; marron rojiso ( 5YR5/3 ) seco ; marron rojiso ( 5YR5/4 ) humedo ; estructura debil   pequena   blocosa subangular ; ligeramente duro seco   friable humedo   pegajoso y ligeramente plastico mojado ; no calcareo ; d.a : 1.56 ; pH . 5.9 ; l¦,Alfisoles,Aqualfs,Endoaqualfs,Typic Endoaqualfs,IC,ICA,ICAA,0.00,0.000,0.00000,,,,g,,,,,,,,,,,,,,,g,AL,,BA,BA,AL,MO,Pd,Pd,66.10,BS-T,1600,8,9,Plano,0.0,4.0,8,AL,MO,MO,INIA,604 VEN 1970 PO 99,0,604 VEN 1970 PO 99,0.00,604,176,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.43804141930,9.32920754587
391,391,630,630 VEN 1973 PO 125,630,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1973,Ospino,Ospino,,F.Granados,14/03/73,1500,0,27.0,0.0,,,0,,CD,,,0,A,0.0,3.0,S,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,I,A,A,F,7,,1,III,,SD,f,n,a,,1,FRANCO ARCILLOSA ; macroestructura prismatica  la cual rompe en bloques subangulares muy debiles ; muy duro seco  friable humedo  ligeramente pegajoso y ligertamente plastico mojado ;  d. a : 1 65 ; no calcareo ; pH 6 5 ; l¦mite abrupto ondulado.,Alfisoles,Ustalfs,Haplustalfs,Vertic Haplustalfs,IA,IAA,IAAF,0.00,0.000,0.00000,,,,d,,,,,,,,,,,v,,,,dv,AL,,BA,BA,,MO,Pd,Pd,66.20,BS-T,1600,8,9,Plano,0.0,4.0,8,AL,MO,,INIA,630 VEN 1973 PO 125,0,630 VEN 1973 PO 125,0.00,630,177,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.37496623690,9.35093409847
392,392,632,632 VEN 1973 PO 125,632,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1973,Ospino,Ospino,,F.Granados,15/03/73,1500,0,27.0,0.0,,,0,,,,,0,A,0.0,1.0,O,0,0,0,0,0,0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,,E,A,A,B,11,,1,IV,,SD,,,,,1,ARCILLO LIMOSO ; macroestructura prismatica  rompe en bloques subangulares fuertes   medianos ; muy duro seco  friable humedo  pegajoso y plastico mojado  d.a : 1 94 ; no calcareo ; ligeramente acido ; pH : 6 2 ; l¦mite claro plano.,Vertisoles,Usterts,Haplusterts,Udic Haplusterts,EA,EAA,EAAB,0.00,0.000,0.00000,,,,d,,,,,,,,,,,v,,,,dv,AL,,BA,BA,,MO,Pd,Pd,66.20,BS-T,1600,8,9,Plano,0.0,4.0,8,AL,MO,,INIA,632 VEN 1973 PO 125,0,632 VEN 1973 PO 125,0.00,632,178,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.36795773040,9.34813070199
393,393,605,605 VEN 1970 PO 100,605,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,Ospino,Ospino,F.GranadosF.Lagarde,27/05/70,1500,6,27.0,1550.0,P,Pi,0,,CC,,,0,B,0.0,3.0,S,0,3,2,7,0,0,1.5,1.0,2.0,0.0,1.0,1.0,0.0,,I,A,A,C,7,,1,IV,,SD,f,g,n,a,1,FRANCO LIMOSO ;gris ( 10YR6/1 ) seco ; gris marruzco ( 10YR5/2 ) humedo ; estructura moderada  pequena  granular ; suave seco  muy friable humedo  ligeramente pegajoso y no plastico mojado ; no calcareo ; d . a : 1 73 ; moderadamente acido ; pH : 5 3 ; l,Alfisoles,Ustalfs,Haplustalfs,Udic Haplustalfs,IA,IAA,IAAC,0.00,0.000,0.00000,,,,g,,,,,,,,,,,,,,,d,AL,,BA,BA,BA,MO,L,L3,70.00,BS-T,1622,8,9,Plano,0.0,4.0,8,AL,MO,BA,INIA,605 VEN 1970 PO 100,0,605 VEN 1970 PO 100,0.00,605,179,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.38477831220,9.37686487891
394,394,609,609 VEN 1970 PO 104,609,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,Ospino,Ospino,F.Granados.MF.Lagarne,15/04/70,1500,8,27.0,1500.0,V,,4,VE,VE,,,0,A,0.0,1.0,E,0,4,4,2,0,0,1.8,8.0,1.0,1.4,0.0,0.0,1.0,,K,C,A,A,7,,1,V,,SD,,,,,1,ARCILLO LIMOSO ; gris ( 10YR6/1 ) seco ; gris muy oscuro ( 10YR3/1 ) humedo ; estructura debil  media  blocosa subangular; duro seco  firme humedo  pegajoso y plastico mojado; debidamente calcareo; d.a : 1.67 ; pH : 7.3   l¦mite claro y plano.,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,KC,KCA,KCAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,L,L3,70.00,BS-T,1622,8,9,Plano,0.0,4.0,8,AL,,,INIA,609 VEN 1970 PO 104,0,609 VEN 1970 PO 104,0.00,609,180,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.36936001260,9.39088165987
395,395,116,116 VEN 1961 PO 33,116,116,PO,0.730,0.810,1.110,5.520,12.080,20.25,53.19,26.56,1.61,FL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,Si,1961,,Capino,,J.AvilanF.Granados,13/04/61,1600,0,0.0,26.0,L,01,4,AB,,,,0,A,0.0,1.0,S,0,0,0,3,6,0,1.5,1.0,1.0,1.2,1.0,1.0,0.0,,J,B,B,C,7,X,1,II,,SD,,,,,1,FRANCO LIMOSO; pardo grisaceo (2.5Y 5/2) en seco; gris oscuro (10YR 4/1) en humedo; moteados de color pardo oliva ((2.5Y 4/4)  muchos  medianos y debiles; estructura moderada  fina  blocosa angular; duro seco  friable humedo  muy pegajoso y plastico moja,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,JB,JBB,JBBC,0.00,0.000,0.00000,,M,,d,,,,,,,,,,,,,,,Fd,AL,MO,BA,AL,AL,BA,L,L3,30.20,BS-T,1573,8,8,Plano,0.0,4.0,8,AL,AL,MO,INIA,116 VEN 1961 PO 33,0,116 VEN 1961 PO 33,0.00,116,181,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.37426609970,9.39929139142
396,396,608,608 VEN 1970 PO 103,608,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1970,Ospino,,,F.Granados;F.Lagarde.,,0,6,0.0,0.0,,Pi,0,,,,,0,,0.0,0.0,N,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,H,A,B,B,0,,1,III,,SD,,,,,1,ARCILLO LIMOSO; estructura debil  media  blocosa sunangular; muy duro seco  firme humedo  pegajoso y plastico mojado; debilmente calcareo; d.a: 1.67; pH: 7.3; l¦mite claro y plano.,Mollisoles,Ustolls,Calciustolls,Vertic Calciustolls,HA,HAB,HABB,0.00,0.000,0.00000,,,,d,,,,,,,,,,,v,,,,dv,AL,,BA,BA,,MO,L,L3,70.00,BS-T,1622,8,9,Plano,0.0,4.0,8,AL,MO,,INIA,608 VEN 1970 PO 103,0,608 VEN 1970 PO 103,0.00,608,182,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.36360413930,9.42396657172
398,398,820,820 VEN 1985 PO 205,820,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1985,Ospino,Ospino,Ospino,F.GranadosA.Hidalgo,,1500,0,27.0,0.0,P,Pi,0,,,,,0,A,0.0,0.0,S,0,0,0,3,0,0,0.7,8.0,0.0,0.0,0.0,0.0,0.0,,I,A,A,B,6,X,1,IV,,S,h,,,,1,FRANCO ARENOSA ; estructura debil prismaticas; duro seco  friable humedo  no pegajoso ni plastico mojado; no calcareo ; moderadamente acido ; pH : 5 6 ; l¦mite abrupto ondulado.,Alfisoles,Ustalfs,Haplustalfs,Ultic Haplustalfs,IA,IAA,IAAB,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,BA,AL,MO,L,L3,30.20,BS-T,1573,8,8,Plano,0.0,4.0,8,AL,MO,MO,INIA,820 VEN 1985 PO 205,0,820 VEN 1985 PO 205,0.00,820,183,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.37004831700,9.42813666384
399,399,992,992  VEN 1990 PO 233,992,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1990,Esteller,Esteller,Piritu,F.GranadosD.Araujo,05/09/90,1500,0,27.0,0.0,,,0,,,,,0,,1.0,0.0,E,0,0,0,0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,J,B,B,B,7,,1,III,,SD,,,,,1,FRANCO ARCILLOSO ARENOSO ; estructura debil  prismatica  rompe en bloques subangulares  pequenos y moderados ; duro seco  friable humedo  ligeramente pegajoso y ligeramente plastico mojado ; no calcareo ; pH : 5 5 ; l¦mite abrupto y plano.,Inceptisoles,Tropepts,Ustropepts,Vertic Ustropepts,JB,JBB,JBBB,0.00,0.000,0.00000,,,,d,,,,,,,,,,,v,,,,dv,AL,,BA,BA,,MO,,,35.06,BS-T,1475,7,7,Plano,0.0,4.0,7,AL,MO,,INIA,992  VEN 1990 PO 233,0,992  VEN 1990 PO 233,0.00,992,184,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.24125229830,9.40654490739
400,400,991,991 VEN 1990 PO 232,991,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1990,Ospino,Ospino,Ospino,F.GranadosR.GonzalezD.Araujo,05/09/90,1400,0,28.0,0.0,L,01,4,LA,,,,0,A,0.5,1.0,E,0,0,0,0,0,0,1.3,8.0,0.0,0.0,0.0,0.0,0.0,,K,B,B,,0,,1,III,,S,,,,,1,FRANCO ARCILLOSO ; estructura moderada  mediana  blocosa subangular; muy duro seco  firme humedo  ligeramente pegajoso y ligeramente plastico mojado ; no calcareo ; p H : 5 4 ; l¦mite difuso plano.,Entisoles,Psamments,Ustipsamments,,KB,KBB,KBB,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,,MO,,,77.20,BS-T,1600,7,8,Plano,0.0,4.0,7,AL,,,INIA,991 VEN 1990 PO 232,0,991 VEN 1990 PO 232,0.00,991,185,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.26617165090,9.33264354515
401,401,817,817 VEN 1985 PO 202,817,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1985,Esteller,Piritu,Esteller,F.GranadosC.MendozaA.Hidalgo,10/12/85,1400,0,27.0,0.0,L,01,4,LA,,,,0,A,0.0,1.0,E,0,0,0,4,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,J,B,B,C,7,,1,II,,S,f,,,,1,FRANCO LIMOSA ; estructura secundaria moderada  mediana  blocosa subangular ; muy duro seco  firme humedo  muy pegajoso y ligeramente plastico mojado ; no calcareo ; neutro ; pH : 6 9 ; l¦mite claro ondulado.,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,JB,JBB,JBBC,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,AL,MO,,,77.20,BS-T,1600,7,8,Plano,0.0,4.0,7,AL,,,INIA,817 VEN 1985 PO 202,0,817 VEN 1985 PO 202,0.00,817,186,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.25671892320,9.32319096461
402,402,819,819 VEN 1985 PO 204,819,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1985,Araure,Araure,Araure,F.GranadosA.Hidalgo.,11/12/85,1600,0,27.0,0.0,P,Pi,0,,,,,0,A,0.0,0.0,E,0,0,0,3,0,0,0.4,8.0,0.0,0.0,0.0,1.0,0.0,,J,B,A,A,6,X,1,IV,,S,h,,,,1,FRANCO ARENOSA ; estructura fuerte  pequena  granular; suave seco  suelto humedo  no pegajoso ni plastico mojado; no calcareo; ligeramente acido; pH : 6 1 ; l¦mite abrupto ondulado.,Inceptisoles,Tropepts,Dystropepts,Typic Dystropepts,JB,JBA,JBAA,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,,AL,,BA,BA,AL,MO,,,97.00,BS-T,1367,8,8,Plano,0.0,4.0,8,AL,MO,MO,INIA,819 VEN 1985 PO 204,0,819 VEN 1985 PO 204,0.00,819,187,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.24125405260,9.53458337159
403,403,821,821 VEN 1986 PO 206,821,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1986,Araure,Araure,,F.Granados,18/03/86,1600,0,27.0,0.0,P,Pi,0,,,,,0,A,1.0,0.0,E,0,0,0,4,0,0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,,J,B,A,D,7,X,1,II,,SD,,,,,1,FRANCO ARCILOSA ; sin estructura   capa arable; muy duro seco   friable humedo  ligeramente pegajoso y ligeramente plastico mojado ; no calcareo ; fuertemente acido ; pH : 5 4 ; l¦mite abrupto plano.,Inceptisoles,Tropepts,Dystropepts,Vertic Dystropepts,JB,JBA,JBAD,0.00,0.000,0.00000,,,,d,,,,,,,,,,,v,,,,v,AL,,BA,BA,AL,MO,,,999.00,BS-T,0,0,0,-,0.0,0.0,999,AL,MO,MO,INIA,821 VEN 1986 PO 206,0,821 VEN 1986 PO 206,0.00,821,188,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.21203764980,9.57067459785
406,406,993,993 VEN 1990 PO 234,993,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1990,Araure,Araure,Paez,F.GranadosD.Araujo,06/09/90,1800,0,27.0,0.0,L,01,4,LA,,,,0,A,0.0,0.0,E,0,0,0,7,0,0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,,J,A,A,B,11,,1,IV,,SD,,,,,1,franco arcilloso ; estructura disturbada  masiva ; ligeramente duro seco   friable humedo   no pegajoso y ligeramente plastico mojado; no calcareo ; mediamente acido ; pH : 5 5 ; l¦mite abrupto y ondulado.,Inceptisoles,Aquepts,Tropaquepts,Vertic Tropaquepts,JA,JAA,JAAB,0.00,0.000,0.00000,,,,g,,,,,,,,,,,v,,,,gv,AL,,BA,BA,BA,MO,,,91.20,BS-T,1461,8,8,Plano,0.0,4.0,8,AL,MO,BA,INIA,993 VEN 1990 PO 234,0,993 VEN 1990 PO 234,0.00,993,189,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.18453989230,9.61793757872
407,407,682,682 VEN 1975 PO 167,682,0,,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,No,1975,Araure,Araure,,F.GranadosW.Yepez,23/07/75,1500,0,27.0,0.0,,,0,,NC,,,0,A,0.0,4.0,O,0,0,0,0,0,0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,,J,B,B,C,8,X,1,,,,,,,,1,FRANCO ; estructura disturbada ; ligeramente duro seco  friable humedo  ligeramente pegajoso y ligeramente plastico mojado; fuertemente calcareo ; d.a : 1 55 ; moderadamente alcalina ; pH : 8 1 ; limite difuso ondulado.,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,JB,JBB,JBBC,0.00,0.000,0.00000,,,,d,,,,,,,,,,,,,,,d,AL,,BA,,,MO,,,91.20,BS-T,1461,8,8,Plano,0.0,4.0,8,AL,,,INIA,682 VEN 1975 PO 167,0,682 VEN 1975 PO 167,0.00,682,190,,0,,0,0,0.00,0.00,0.00,0.00,0.00,0.000,0.00,,,0.00,0.00,0.00,,0.00,-69.18427125860,9.66679394810
