MO_ULR18_,MO_ULR18_I,CODIGO_VEN,COD_VEN,CLASE_U,DEST,DESTA,DESTAA,DESTAAA,FUENTE,PROFILE_ID,ID_REALA,ID_REALA_NUM,POINT_X,POINT_Y
248,248,254,254 VEN 1963 ME 5,III,Inceptisoles,Tropepts,Dystropepts,Ustoxic Dystropepts,INIA,254 VEN 1963 ME 5,254,555,-71.11286999330,9.05026126720
257,257,283,283  VEN 1963  MI 32,,,,,,INIA,283  VEN 1963  MI 32,283,556,-66.68779639040,10.22533747230
264,264,106,106  VEN 2000 MI 7,,,,,,INIA,106  VEN 2000 MI 7,106,557,-66.12722710130,10.47687325490
429,429,118,118 VEN 1961 PO 35,,,,,,INIA,118 VEN 1961 PO 35,118,558,-69.08893183990,9.26020223748
472,472,270,270 VEN 1963 SU 5,III,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,270 VEN 1963 SU 5,270,559,-63.27662243660,10.31729688320
52,52,226,226 VEN 1964 AR 32,,,,,,INIA,226 VEN 1964 AR 32,226,560,-67.56781710560,10.06155492210
67,67,45,45 VEN 1960 AR 5,,Vertisoles,Usterts,Haplusterts,Udic Haplusterts,INIA,45 VEN 1960 AR 5,45,561,-66.99702876720,9.44937949429
143,143,122,122 VEN 1961 CO 6,,Entisoles,Orthents,,,INIA,122 VEN 1961 CO 6,122,562,-68.15075649750,9.16513532259
285,285,226,226 VEN 1963 MI 23,,,,,,INIA,226 VEN 1963 MI 23,226,563,-65.66473506230,10.19896623950
69,69,327,327 VEN 1964 AR 33,,,,,,INIA,327 VEN 1964 AR 33,327,564,-67.59963265960,10.08630181120
269,269,108,108  VEN 1961  MI 9,,,,,,INIA,108  VEN 1961  MI 9,108,565,-66.11573984160,10.53026466770
273,273,218,218 VEN 1962 MI 17,,,,,,INIA,218 VEN 1962 MI 17,218,566,-66.36196129350,10.23982768020
531,531,436,436 VEN 1965 TR 12,,,,,,INIA,436 VEN 1965 TR 12,436,567,-70.46287774920,9.54086405287
45,45,98,98 VEN 1961 AR 12,,Entisoles,Psamments,Ustipsamments,Typic Ustipsamments,INIA,98 VEN 1961 AR 12,98,568,-67.47014039650,10.18002443990
51,51,235,235 VEN 1963 AR 25,,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,INIA,235 VEN 1963 AR 25,235,569,-67.55670513060,10.06711099810
186,186,126,126 VEN 1961 GU 18,III,Alfisoles,Aqualfs,Endoaqualfs,Aeric Endoaqualfs,INIA,126 VEN 1961 GU 18,126,570,-67.43199623010,8.91846036792
558,558,62,62 VEN 1960 YA 05,,,,,,INIA,62 VEN 1960 YA 05,62,571,-68.75348535990,10.34982738580
149,149,202,202 VEN 1962 CO 9,,Ultisoles,Ustults,,,INIA,202 VEN 1962 CO 9,202,572,-68.29231971410,9.90735266528
185,185,15,15 VEN 1959 GU 8,,,,,,INIA,15 VEN 1959 GU 8,15,573,-67.42730230850,8.92248399538
194,194,15,15 VEN 1959 GU 8,,,,,,INIA,15 VEN 1959 GU 8,15,574,-67.31799825440,8.83732419062
256,256,285,285  VEN 1963  MI 34,,,,,,INIA,285  VEN 1963  MI 34,285,575,-66.64579427770,10.35349721280
462,462,458,458 VEN 1966 SU 19,III,Mollisoles,Ustolls,Haplustolls,Typic Haplustolls,INIA,458 VEN 1966 SU 19,458,576,-64.15536596340,10.42432608450
325,325,112,112 VEN 1961 PO 29,,,,,,INIA,112 VEN 1961 PO 29,112,577,-69.86392292160,8.76442992124
332,332,78,78 VEN 1960 PO 23,IV,Vertisoles,Usterts,OCHRAQUALFS,Typic Haplusters,INIA,78 VEN 1960 PO 23,78,578,-69.78460522550,8.82505277175
40,40,249,249 VEN 1963 AR 30,,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,249 VEN 1963 AR 30,249,579,-67.46601885420,10.22196354990
49,49,236,236 VEN 1963 AR 26,,Mollisoles,Ustolls,Haplustolls,Pachic Haplustolls,INIA,236 VEN 1963 AR 26,236,580,-67.55204542730,10.07929901540
50,50,234,234 VEN 1963 AR 24,,Inceptisoles,Tropepts,Ustropepts,Vertic Ustropepts,INIA,234 VEN 1963 AR 24,234,581,-67.54917772540,10.07463882080
129,129,389,389 VEN 1964 CA,,,,,,INIA,389 VEN 1964 CA,389,582,-68.25961765390,10.18489923390
163,163,263,263 VEN 1963 NE 9,,,,,,INIA,263 VEN 1963 NE 9,263,583,-63.85761310210,11.05696550300
293,293,289,289 VEN 1963 MI 38,,,,,,INIA,289 VEN 1963 MI 38,289,584,-66.66998219400,10.27374412780
458,458,132,132 VEN 1961 PO 38,,,,,,INIA,132 VEN 1961 PO 38,132,585,-68.78420881620,8.93242485592
46,46,83,83 VEN 19601AR 10,,Mollisoles,Ustolls,Haplustolls,Fluventic Haplustolls,INIA,83 VEN 19601AR 10,83,586,-67.44271810080,10.14256694250
331,331,77,77 VEN 1960 PO 22,III,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,77 VEN 1960 PO 22,77,587,-69.78063913330,8.81712078784
78,78,176,176 VEN 1962 BA 2,,,,,,INIA,176 VEN 1962 BA 2,176,588,-70.07805918870,8.50420247930
146,146,273,273 VEN 1963 CO 11,,Entisoles,Orthents,,,INIA,273 VEN 1963 CO 11,273,589,-68.73433701170,9.44875131577
218,218,385,385 VEN 1964 LA,,Aridisoles,Argids,,,INIA,385 VEN 1964 LA,385,590,-69.25016437620,10.55517095350
539,539,156,156 VEN 1961 YA 07,,,,,,INIA,156 VEN 1961 YA 07,156,591,-69.08885261000,10.05150112750
59,59,251,251 VEN 1963 AR 31,,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,INIA,251 VEN 1963 AR 31,251,592,-67.62875468840,10.09202259400
217,217,384,384 VEN 1964 LA,,Aridisoles,Cambids,,,INIA,384 VEN 1964 LA,384,593,-69.25359352800,10.55794619770
328,328,64,64 VEN 1960 PO 10,II,Inceptisoles,Tropepts,Ustropepts,Typic Ustropepts,INIA,64 VEN 1960 PO 10,64,594,-69.78913715670,8.79049237911
281,281,220,220 VEN 1962 MI 19,,,,,,INIA,220 VEN 1962 MI 19,220,595,-66.01501180730,10.22795151770
318,318,446,446 VEN 1965 MO 10,IV,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,446 VEN 1965 MO 10,446,596,-62.11648543470,8.77099950463
41,41,383,383 VEN 1964 AR 38,,Entisoles,Orthents,Ustorthents,Typic Ustorthents,INIA,383 VEN 1964 AR 38,383,597,-67.44899217890,10.21371959210
147,147,274,274 VEN 1963 CO 12,,,,,,INIA,274 VEN 1963 CO 12,274,598,-68.68604451680,9.35979527973
156,156,276,276 VEN 1963 CO 14,,Inceptisoles,Ochrepts,,,INIA,276 VEN 1963 CO 14,276,599,-68.62204749590,9.65808179210
294,294,189,189 VEN 1962 MO 3,II,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,189 VEN 1962 MO 3,189,600,-63.15826597360,9.76180227707
512,512,194,194 VEN 1962 TA 04,III,Vertisoles,Usterts,Haplusterts,Typic Haplusters,INIA,194 VEN 1962 TA 04,194,601,-72.44138975890,7.88876717672
144,144,123,123 VEN 1961 CO 7,,Entisoles,Fluvents,,,INIA,123 VEN 1961 CO 7,123,602,-68.14770270390,9.16652350062
274,274,215,215 VEN 1962 MI 14,,,,,,INIA,215 VEN 1962 MI 14,215,603,-66.37146655000,10.22889615270
533,533,434,434 VEN 1965 TR 10,,,,,,INIA,434 VEN 1965 TR 10,434,604,-70.48348384270,9.53873306793
57,57,173,173 VEN 1962 AR 16,,Ultisoles,Ustults,Haplustults,,INIA,173 VEN 1962 AR 16,173,605,-67.57570381800,10.10779465660
153,153,119,119 VEN 1961 CO 3,,Entisoles,Fluvents,,,INIA,119 VEN 1961 CO 3,119,606,-68.09812497890,9.62328950797
220,220,387,387 VEN 1964 LA,,Entisoles,Orthents,,,INIA,387 VEN 1964 LA,387,607,-69.24967426680,10.53949420020
253,253,252,252 VEN 1963 ME 3,,,,,,INIA,252 VEN 1963 ME 3,252,608,-71.03343781040,9.07431082121
254,254,253,253  VEN 1963 ME 1,,,,,,INIA,253  VEN 1963 ME 1,253,609,-71.02902313650,9.06965078190
290,290,228,228 VEN 1963 MI 25,,,,,,INIA,228 VEN 1963 MI 25,228,610,-66.11800868720,10.45012175260
292,292,288,288 VEN 1963 MI 37,,,,,,INIA,288 VEN 1963 MI 37,288,611,-66.66845220480,10.28496567220
333,333,111,111 VEN 1961 PO 28,,,,,,INIA,111 VEN 1961 PO 28,111,612,-69.74381286040,8.83411773832
461,461,457,457 VEN 1966 SU 18,III,Inceptisoles,Tropepts,Ustropepts,Typic Ustropepts,INIA,457 VEN 1966 SU 18,457,613,-64.13539832820,10.42893378150
3,3,343,343 VEN 1964 AN 7,,,,,,INIA,343 VEN 1964 AN 7,343,614,-64.72070095880,10.11219192850
175,175,170,170 VEN 1962 GU 26,IV,Vertisoles,Usterts,Haplusterts,Entic Haplusterts,INIA,170 VEN 1962 GU 26,170,615,-67.55376707240,9.39298631644
571,571,39,39 VEN 1959 ZU 02,IV,Entisoles,Orthents,Ustorthents,Lithic Ustorthents,INIA,39 VEN 1959 ZU 02,39,616,-72.53196586170,10.07918586690
126,126,74,74 VEN 1960 CA 4,,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,74 VEN 1960 CA 4,74,617,-67.77446437550,10.27572961120
221,221,388,388 VEN 1964 LA,,Entisoles,Orthents,,,INIA,388 VEN 1964 LA,388,618,-69.24967411450,10.53573900300
362,362,146,146 VEN 1961 PO 41,,,,,,INIA,146 VEN 1961 PO 41,146,619,-69.52812914970,8.81113117332
415,415,56,56 VEN 196075 PO 8,III,Vertisoles,Usterts,Haplusterts,Typic Haplusters,INIA,56 VEN 196075 PO 8,56,620,-69.10010985440,9.63918290789
451,451,79,79 VEN 1960 PO 24,,,,,,INIA,79 VEN 1960 PO 24,79,621,-69.86202954090,9.13617055168
326,326,130,130 VEN 1961 PO 36,,,,,,INIA,130 VEN 1961 PO 36,130,622,-69.84239340750,8.74913336192
6,6,346,346 VEN 1964 AN 10,,,,,,INIA,346 VEN 1964 AN 10,346,623,-64.55831650920,9.99445235626
76,76,230,230 VEN 1963 BA 10,,Entisoles,Orthents,Ustorthents,Typic Ustorthents,INIA,230 VEN 1963 BA 10,230,624,-70.11274302990,8.69790851775
181,181,129,129 VEN 1961 GU 21,IV,Ultisoles,Aquults,Paleaquults,Typic Paleaquults,INIA,129 VEN 1961 GU 21,129,625,-67.43886903030,9.01029923681
219,219,386,386 VEN 1964 LA,,Entisoles,Fluvents,,,INIA,386 VEN 1964 LA,386,626,-69.24722502980,10.55141460060
7,7,347,347 VEN 1964 AN 11,,,,,,INIA,347 VEN 1964 AN 11,347,627,-64.57384363260,10.01580035730
58,58,174,174 VEN 1962 AR 17,,Inceptisoles,Aquepts,Tropaquepts,Vertic Tropaquepts,INIA,174 VEN 1962 AR 17,174,628,-67.60832285110,10.09309873170
255,255,284,284  VEN 1963  MI 33,,,,,,INIA,284  VEN 1963  MI 33,284,629,-66.64794044820,10.34951110770
262,262,102,102  VEN 1963  MI 3,,,,,,INIA,102  VEN 1963  MI 3,102,630,-66.16885962710,10.46646387930
482,482,340,340 VEN 1976 SU 9,III,Entisoles,Aquents,Hydraquents,,INIA,340 VEN 1976 SU 9,340,631,-63.57079468340,10.47974320740
336,336,73,73 VEN 1960 PO 19,III,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,73 VEN 1960 PO 19,73,632,-69.84632911350,8.95157242331
312,312,191,191 VEN 1962 MO 5,IV,Vertisoles,Usterts,Haplusterts,Entic Haplusterts,INIA,191 VEN 1962 MO 5,191,633,-63.62734528510,9.81103160280
511,511,195,195 VEN 1962 TA 05,VI,Mollisoles,Ustolls,Calciustolls,Typic Calciustolls,INIA,195 VEN 1962 TA 05,195,634,-72.28917760230,7.82932216364
64,64,53,53 VEN 1960 AR 6,,Entisoles,Fluvents,Ustifluvents,,INIA,53 VEN 1960 AR 6,53,635,-67.32832703410,10.23564048650
207,207,33,33 VEN 1959 LA 2,,Aridisoles,Argids,Haplargids,,INIA,33 VEN 1959 LA 2,33,636,-70.02519593400,10.08334889500
457,457,131,131 VEN 1961 PO 37,,,,,,INIA,131 VEN 1961 PO 37,131,637,-68.79907975230,8.94222532143
158,158,139,139 VEN 1961 NE 2,,,,,,INIA,139 VEN 1961 NE 2,139,638,-63.91948953140,11.11225191270
447,447,150,150 VEN 1961 PO 45,,,,,,INIA,150 VEN 1961 PO 45,150,639,-69.73427283790,8.91581593583
161,161,143,143 VEN 1961 NE 6,,Aridisoles,Argids,,,INIA,143 VEN 1961 NE 6,143,640,-63.81580566080,11.04263920320
260,260,290,290  VEN 1963  MI 39,,,,,,INIA,290  VEN 1963  MI 39,290,641,-66.83710898070,10.11495989370
441,441,57,57 VEN 1960 PO 9,III,Alfisoles,Ustalfs,Plinthustalfs,Typic Plinthustalfs,INIA,57 VEN 1960 PO 9,57,642,-69.20664904670,9.56912476777
469,469,267,267 VEN 1963 SU 2,III,Alfisoles,Ustalfs,Paleustalfs,Typic Paleustalfs,INIA,267 VEN 1963 SU 2,267,643,-63.29157074510,10.31854216260
137,137,298,298 VEN 1963 15,,,,,,INIA,298 VEN 1963 15,298,644,-67.77562181380,10.09523732100
48,48,181,181 VEN 1962 AR 19,,Mollisoles,Aquolls,Endoaquolls,Typic Endoaquolls,INIA,181 VEN 1962 AR 19,181,645,-67.55294166520,10.08575107120
21,21,336,336 VEN 1964 AN 4,,,,,,INIA,336 VEN 1964 AN 4,336,646,-64.78157940990,10.08050171180
569,569,162,162 VEN 1962 YA 10,,Entisoles,Orthents,Ustorthents,Typic Ustorthents,INIA,162 VEN 1962 YA 10,162,647,-69.12587765640,9.99025444916
162,162,262,262 VEN 1961 NE 8,,,,,,INIA,262 VEN 1961 NE 8,262,648,-63.95524603690,10.94551368800
61,61,99,99 VEN 1961 AR 13,,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,99 VEN 1961 AR 13,99,649,-67.54326492120,10.18002348020
268,268,107,107  VEN 1961  MI 8,,,,,,INIA,107  VEN 1961  MI 8,107,650,-66.11730079710,10.50892542540
421,421,51,51 VEN 1960 PO 6,II,Mollisoles,Udolls,Hapludolls,Entic Hapludolls,INIA,51 VEN 1960 PO 6,51,651,-69.08798014080,9.48924743647
54,54,237,237 VEN 1963 AR 27,,Entisoles,Fluvents,Ustifluvents,Aquic Ustifluvents,INIA,237 VEN 1963 AR 27,237,652,-67.57355243990,10.06657370060
79,79,177,177 VEN 1962 BA 3,,,,,,INIA,177 VEN 1962 BA 3,177,653,-70.05860345570,8.46867597013
172,172,425,425 VEN 1965 FA,,,,,,INIA,425 VEN 1965 FA,425,654,-68.29861598350,10.95667621910
177,177,166,166 VEN 1962 GU 22,III,Mollisoles,Ustolls,Argiustolls,Udic Arqiustolls,INIA,166 VEN 1962 GU 22,166,655,-67.55545521470,9.29837004051
222,222,34,34 VEN 1959 LA 3,VI,Mollisoles,Ustolls,Haplustolls,Aridic Haplustolls,INIA,34 VEN 1959 LA 3,34,656,-70.03654854040,10.25703568450
319,319,447,447 VEN 1965 MO 11,III,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,447 VEN 1965 MO 11,447,657,-62.10573625450,8.79765834232
216,216,154,154 VEN 1961 LA 5,,Mollisoles,Ustolls,,,INIA,154 VEN 1961 LA 5,154,658,-69.23965142820,10.23951021230
427,427,49,49 VEN 1960 PO 4,II,Mollisoles,Udolls,Vremudolls,Haplic Vermudolls,INIA,49 VEN 1960 PO 4,49,659,-69.10706239240,9.41630596008
286,286,244,244 VEN 1963 MI 28,,,,,,INIA,244 VEN 1963 MI 28,244,660,-66.35563178900,10.26407742450
526,526,415,415  VEN 1965 TR 5,,,,,,INIA,415  VEN 1965 TR 5,415,661,-71.02731398860,9.58690468638
527,527,416,416 VEN 1965 TR 6,,,,,,INIA,416 VEN 1965 TR 6,416,662,-71.02861911510,9.58835511227
538,538,161,161 VEN 1962 YA 09,,,,,,INIA,161 VEN 1962 YA 09,161,663,-69.09694017770,10.03667417830
119,119,281,281 VEN 1963 CA 11,,Inceptisoles,Aquepts,Tropaquepts,Typic Tropaquepts,INIA,281 VEN 1963 CA 11,281,664,-67.78660298250,10.10894813300
330,330,65,65 VEN 1960 PO 11,I,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,65 VEN 1960 PO 11,65,665,-69.78120541350,8.79899114469
213,213,280,280 VEN 1963 LA 13,,Entisoles,Fluvents,,,INIA,280 VEN 1963 LA 13,280,666,-69.49020586040,10.25991798150
164,164,261,261 VEN 1963 NE 7,,,,,,INIA,261 VEN 1963 NE 7,261,667,-63.99683646510,10.95490880620
488,488,465,465 VEN 1966 SU 26,III,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,INIA,465 VEN 1966 SU 26,465,668,-62.48431226170,10.55393125890
471,471,269,269 VEN 1963 SU 4,IV,Inceptisoles,Aquepts,Tropaquepts,Vertic Tropaquepts,INIA,269 VEN 1963 SU 4,269,669,-63.28119008120,10.31688087730
8,8,348,348 VEN 1964 AN 12,,,,,,INIA,348 VEN 1964 AN 12,348,670,-64.62689432090,10.10637107730
141,141,250,250 VEN 1963 CA 10,,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,250 VEN 1963 CA 10,250,671,-68.03730374370,10.16017145020
261,261,100,100  VEN 1961  MI 1,,,,,,INIA,100  VEN 1961  MI 1,100,672,-66.24106665020,10.46906509950
313,313,192,192 VEN 1962 MO 6,III,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,192 VEN 1962 MO 6,192,673,-63.57052264080,9.77932573480
470,470,268,268 VEN 1963 SU 3,IV,Inceptisoles,Aquepts,Tropaquepts,Aeric Tropaquepts,INIA,268 VEN 1963 SU 3,268,674,-63.28824872020,10.31522008450
38,38,382,382 VEN 1964 AR 38,,,,,,INIA,382 VEN 1964 AR 38,382,675,-67.50306602580,10.21388354980
22,22,349,349 VEN 1964 AN 13,,,,,,INIA,349 VEN 1964 AN 13,349,676,-64.63875141940,10.06816128680
442,442,76,76 VEN 1960 PO 21,III,Ultisoles,Ustults,Haplustults,Arenic Haplustults,INIA,76 VEN 1960 PO 21,76,677,-69.84328807770,8.95604014013
169,169,260,260 VEN 1963 FA 7,,,,,,INIA,260 VEN 1963 FA 7,260,678,-68.85365603530,11.04430543160
171,171,259,259 VEN 1963 FA 6,,,,,,INIA,259 VEN 1963 FA 6,259,679,-68.66146680770,10.95667075390
284,284,227,227 VEN 1963 MI 24,,,,,,INIA,227 VEN 1963 MI 24,227,680,-65.74648132550,10.15714109430
279,279,223,223 VEN 1962 MI 22,,,,,,INIA,223 VEN 1962 MI 22,223,681,-65.98364496800,10.29306406010
502,502,17,17 VEN 1959 TA 01,V,Ultisoles,Udults,Hapludults,Typic Hapludults,INIA,17 VEN 1959 TA 01,17,682,-72.38487909590,7.65922740860
4,4,344,344 VEN 1964 AN 8,,,,,,INIA,344 VEN 1964 AN 8,344,683,-64.65535824150,10.03067833080
42,42,81,81 VEN 1960 AR 8,,,,,,INIA,81 VEN 1960 AR 8,81,684,-67.45221786940,10.18952348140
196,196,22,22 VEN 1959 GU 10,III,Alfisoles,Udalfs,Hapludalfs,Ultic Hapludalfs,INIA,22 VEN 1959 GU 10,22,685,-67.30894565520,8.84201794452
405,405,50,50 VEN 1960 PO 5,III,Entisoles,Aquents,Endoaquents,Aeric Endoaquents,INIA,50 VEN 1960 PO 5,50,686,-69.19828803780,9.54661444034
529,529,418,418 VEN 1965 TR 8,,,,,,INIA,418 VEN 1965 TR 8,418,687,-71.03238983890,9.59009570796
317,317,445,445 VEN 1965 MO 9,III,Ultisoles,Ustults,Paleustults,Typic Paleustults,INIA,445 VEN 1965 MO 9,445,688,-62.15174293370,8.74778053166
127,127,450,450 VEN 1965 CA,,,,,,INIA,450 VEN 1965 CA,450,689,-68.19174509160,10.19779561640
321,321,455,455 VEN 1965 MO,,,,,,INIA,455 VEN 1965 MO,455,690,-62.07821845430,8.84151613996
278,278,242,242 VEN 1963 MI 26,,,,,,INIA,242 VEN 1963 MI 26,242,691,-65.97509047690,10.31635288080
537,537,160,160 VEN 1962 YA 08,,,,,,INIA,160 VEN 1962 YA 08,160,692,-69.09154662210,9.91760447385
483,483,341,341 VEN 1976 SU 9,IV,Entisoles,Fluvents,Ustifluvents,Aquic Ustifluvents,INIA,341 VEN 1976 SU 9,341,693,-63.57439484670,10.47817745680
167,167,35,35 VEN 1959 FA 1,,Mollisoles,Ustolls,Haplustolls,Typic Haplustolls,INIA,35 VEN 1959 FA 1,35,694,-69.68869516260,10.93027817230
249,249,104,1042 VEN 1992 ME 32,,,,,,INIA,1042 VEN 1992 ME 32,104,695,-71.78188112570,8.56955945528
263,263,104,104  VEN 1963  MI 5,,,,,,INIA,104  VEN 1963  MI 5,104,696,-66.14609200350,10.48142606700
170,170,258,258 VEN 1963 FA 5,,,,,,INIA,258 VEN 1963 FA 5,258,697,-68.83059232050,10.96435505200
210,210,164,164 VEN 1962 LA 9,,Aridisoles,Argids,,,INIA,164 VEN 1962 LA 9,164,698,-69.52650477030,10.26423273140
63,63,224,224 VEN 1962 AR 21,,,,,,INIA,224 VEN 1962 AR 21,224,699,-67.77349454260,10.45987250810
122,122,31,31 VEN 1959 CA 2,,Entisoles,Aquents,Hydraquents,Typic Hydraquents,INIA,31 VEN 1959 CA 2,31,700,-67.93080945520,10.08727908050
166,166,36,36 VEN 1959 FA 2,,Aridisoles,,,,INIA,36 VEN 1959 FA 2,36,701,-69.78468913190,11.37637925630
528,528,417,417 VEN 1965 TR 7,,,,,,INIA,417 VEN 1965 TR 7,417,702,-71.03137459470,9.58835523546
487,487,464,464 VEN 1966 SU 25,IV,Inceptisoles,Tropepts,Ustropepts,Vertic Ustropepts,INIA,464 VEN 1966 SU 25,464,703,-62.50014960140,10.55399661990
5,5,345,345 VEN 1964 AN 9,,,,,,INIA,345 VEN 1964 AN 9,345,704,-64.59131007620,9.96339825114
56,56,172,172 VEN 1961 AR 15,,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,172 VEN 1961 AR 15,172,705,-67.58376869560,10.08754202140
135,135,451,451 VEN 1964 CA,,,,,,INIA,451 VEN 1964 CA,451,706,-68.18497060270,10.20769214460
47,47,187,187 VEN 1962 AR 20,,Entisoles,Aquents,Fluvaquents,Tropic Fluvaquents,INIA,187 VEN 1962 AR 20,187,707,-67.46404428840,10.02983348140
173,173,424,424 VEN 1965 FA,,,,,,INIA,424 VEN 1965 FA,424,708,-68.33819813810,10.77761595020
165,165,141,141 VEN 1961 NE 4,,,,,,INIA,141 VEN 1961 NE 4,141,709,-63.91035246590,11.05655754140
481,481,339,339 VEN 1976 SU 8,IV,Entisoles,Fluvents,Ustifluvents,Aquic Ustifluvents,INIA,339 VEN 1976 SU 8,339,710,-63.56688098250,10.47974358020
44,44,97,97 VEN 1961 AR 11,,,,,,INIA,97 VEN 1961 AR 11,97,711,-67.47623404660,10.17626114360
267,267,105,105 VEN 1961  MI 6,,,,,,INIA,105 VEN 1961  MI 6,105,712,-66.10897238440,10.44543092890
215,215,157,157 VEN 1962 LA 06,,Aridisoles,Argids,,,INIA,157 VEN 1962 LA 06,157,713,-69.33752479990,10.20266972790
463,463,350,350 VEN 1964 SU 11,VII,Aridisoles,Cambids,Haplocambids,Typic Haplocambids,INIA,350 VEN 1964 SU 11,350,714,-64.19515160540,10.43986768530
214,214,158,158 VEN 1962 LA 7,,Mollisoles,Ustolls,,,INIA,158 VEN 1962 LA 7,158,715,-69.34247274970,10.15263292590
168,168,37,37 VEN 1959 FA 3,,Aridisoles,Argids,Haplargids,Typic Haplargids,INIA,37 VEN 1959 FA 3,37,716,-70.64306187230,11.05378933950
211,211,278,278 VEN 1963 LA 11,,Aridisoles,Argids,,,INIA,278 VEN 1963 LA 11,278,717,-69.48766717340,10.26359519150
208,208,32,32 VEN 1959 LA 1,,Aridisoles,Cambids,Haplocambids,Typic Haplocambids,INIA,32 VEN 1959 LA 1,32,718,-70.08013970890,10.01129064020
1,1,337,337 VEN 1964 AN 5,,,,,,INIA,337 VEN 1964 AN 5,337,719,-64.73363851490,10.05332041680
212,212,279,279 VEN 1963 LA 12,,,,,,INIA,279 VEN 1963 LA 12,279,720,-69.48854263470,10.26166951620
43,43,82,82 VEN 1960 AR 9,,Entisoles,Orthents,Ustorthents,Typic Ustorthents,INIA,82 VEN 1960 AR 9,82,721,-67.44970854780,10.18020458250
265,265,135,135  VEN 1961  MI 10,,,,,,INIA,135  VEN 1961  MI 10,135,722,-66.10771170790,10.47297019580
266,266,136,136  VEN 1963  MI  1,,,,,,INIA,136  VEN 1963  MI  1,136,723,-66.10917060730,10.46719193900
485,485,462,462 VEN 1966 SU 23,V,Aridisoles,Cambids,Haplocambids,Typic Haplocambids,INIA,462 VEN 1966 SU 23,462,724,-62.52525040170,10.54920729710
2,2,342,342 VEN 1964 AN 6,,,,,,INIA,342 VEN 1964 AN 6,342,725,-64.69676371300,10.09860598170
484,484,461,461 VEN 1966 SU 22,III,Inceptisoles,Tropepts,Ustropepts,Fluventic Ustropepts,INIA,461 VEN 1966 SU 22,461,726,-62.53282671800,10.55053300890
486,486,463,463 VEN 1966 SU 24,III,Entisoles,Fluvents,Ustifluvents,Typic Ustifluvents,INIA,463 VEN 1966 SU 24,463,727,-62.51308107030,10.54873895100
464,464,459,459 VEN 1966 SU 20,V,Aridisoles,Cambids,Haplocambids,Typic Haplocambids,INIA,459 VEN 1966 SU 20,459,728,-64.23472548370,10.40230866990
